REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-72.94498082,44.5275694,2487,Moose,NULL,NULL,6/18/99,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SBL MM 151/05
FW,-72.94540432,43.456059,2732,Moose,NULL,NULL,8/29/97,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Wenlock Crossing Rt. 105
FW,-72.9457818,44.80150652,2687,Moose,NULL,NULL,5/12/92,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,US 2 1/2 MI N OF TH TO KIRBY
FW,-72.94708665,43.20541387,2864,Moose,NULL,NULL,7/11/01,-9999,NULL,-9999,-9999,-9999,NULL,CAMBRIDGE,"RTE 15, 3 MILES  EAST OF JEFFERSONVILLE"
FW,-72.9487982,42.88273169,1362,Moose,NULL,NULL,6/18/92,-9999,NULL,-9999,-9999,-9999,NULL,NORWICH,I 91 MM 74/40
FW,-72.94900439,43.93563278,1334,Moose,NULL,NULL,5/16/98,-9999,NULL,-9999,-9999,-9999,NULL,BETHEL,Rt 107 .9mi from int of rt 12 & Nelsons Corner
FW,-72.95263677,44.51294103,1553,Moose,NULL,NULL,7/19/88,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,0.5 miles South of Warren Gore Town Line
FW,-72.95466352,44.79943756,1019,Moose,NULL,NULL,7/16/99,-9999,NULL,-9999,-9999,-9999,NULL,BRADFORD,I-91 NBL MM 101
FW,-72.95491698,43.20486695,1368,Moose,NULL,NULL,8/1/95,-9999,NULL,-9999,-9999,-9999,NULL,ROCHESTER,Rt. 73 7 mi. West of Jct. 100.
FW,-72.95546491,43.20499655,1085,Moose,NULL,NULL,5/12/91,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,RT 5A 2 MI S OF RT 105
FW,-72.95677956,43.19501371,1373,Moose,NULL,NULL,10/5/92,-9999,NULL,-9999,-9999,-9999,NULL,SHARON,I 89 M 16
AOT,-72.95723761,44.8998436,33,Other,Other,Raccoon,6/20/05,614,VT 105,105,3.8,3.8,V105-0614,SHELDON,NULL
AOT,-72.95723761,44.8998436,731,Other,Other,Raccoon,10/6/04,614,VT 105,105,3.8,3.8,V105-0614,SHELDON,NULL
AOT,-72.95771796,43.53902165,818,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Turkey Tom roadkill,4/13/05,1105,US 7,7,3.2,3.2,U007-1105,CLARENDON,NULL
AOT,-72.95783746,43.53973782,60,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,6/22/04,1105,US 7,7,3.25,3.25,U007-1105,CLARENDON,NULL
AOT,-72.95859575,44.79869157,963,Other,Other,Skunk,10/11/04,605,VT 36,36,3.8,3.8,V036-0605,FAIRFIELD,NULL
FW,-72.96002068,43.20491846,1298,Moose,NULL,NULL,5/30/98,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,Rt 14 - village beaver pond
FW,-72.96020724,43.20488702,1297,Moose,NULL,NULL,5/22/94,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,Rt. 14 1 mi. s. of village (at salt lick near Ros
FW,-72.96027623,43.20283594,2613,Moose,NULL,NULL,4/22/97,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,E. end airstrip E. Brighton rte 105
FW,-72.96027779,43.20446718,1372,Moose,NULL,NULL,7/17/91,-9999,NULL,-9999,-9999,-9999,NULL,ROYALTON,I 89 MM 23
FW,-72.96091187,43.20185222,1087,Moose,NULL,NULL,4/28/94,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,rt 5A 200 YARDS north of brownington
FW,-72.96157582,44.393495,1562,Moose,NULL,NULL,6/30/94,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,2.5 mi. s. of Norton on Rt. 114
FW,-72.96170756,43.84075461,2472,Moose,NULL,NULL,4/20/90,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 MM 147
FW,-72.96175319,44.39330502,1566,Moose,NULL,NULL,8/10/00,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,"BETWEEN ""MOODY-GOOSE"" CAMP & WAT SPENCER PL. RT 11"
FW,-72.96179024,44.25299557,1190,Moose,NULL,NULL,6/15/97,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,Rt. 4 75 YARDS. West of Wheelerville Rd.
FW,-72.96227508,44.21713154,2597,Moose,NULL,NULL,8/5/99,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,"RT 105, 500FT EAST OF EAST BRANCH"
AOT,-72.96246058,43.54999054,461,Deer RK AD,"Deer, RoadKill, Adult Doe",Found in the median on the way to work.,2/17/04,1105,US 7,7,4,4,U007-1105,CLARENDON,NULL
AOT,-72.96246058,43.54999054,634,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Turkey sex unknown,4/15/05,1105,US 7,7,4,4,U007-1105,CLARENDON,NULL
AOT,-72.96246058,43.54999054,657,Beaver,Beaver,NULL,7/26/04,1105,US 7,7,4,4,U007-1105,CLARENDON,NULL
AOT,-72.96246058,43.54999054,734,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Turkey Tom roadkill,4/13/05,1105,US 7,7,4,4,U007-1105,CLARENDON,NULL
FW,-72.96261221,43.8403525,2257,Moose,NULL,NULL,6/15/96,-9999,NULL,-9999,-9999,-9999,NULL,STANNARD,Stannard Mtn. Rd
FW,-72.96268599,43.84037407,2471,Moose,NULL,NULL,12/21/99,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SOUTH MM 150
FW,-72.9633368,43.84012752,2260,Moose,NULL,NULL,7/9/02,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,VT Rt. 7 and North Rd. overpass
FW,-72.96358804,43.8400707,2255,Moose,NULL,NULL,5/8/99,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,.7 mi up Bear Mtn RD from Jct East Rd 5 Killington
AOT,-72.96363283,43.56982264,31,Other,Other,Fox roadkill,4/11/05,1105,US 7,7,5.39,5.39,U007-1105,CLARENDON,NULL
AOT,-72.96476217,44.9023732,530,Other,Other,Skunk,10/12/04,614,VT 105,105,3.4,3.4,V105-0614,SHELDON,NULL
AOT,-72.96479186,43.55548948,23,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,9/29/04,1105,US 7,7,4.4,4.4,U007-1105,CLARENDON,NULL
FW,-72.96479393,44.21366645,2596,Moose,NULL,NULL,6/26/00,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,RT 105 .2 E OF E. BRANCH
FW,-72.96496662,43.20566468,1296,Moose,NULL,NULL,6/11/92,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,RT 14 1 MI S OF VILLAGE
FW,-72.96522839,42.89619209,2543,Moose,NULL,NULL,5/18/00,-9999,NULL,-9999,-9999,-9999,NULL,COLCHESTER,"SO. BOUND JUST N OF EX 17, BETWEEN MOOSE XING SIGN"
AOT,-72.96610562,44.92196178,340,Other,Other,Skunk,10/18/04,614,VT 78,78,0.2,0.2,V078-0614,SHELDON,NULL
FW,-72.96768207,43.84001649,1317,Moose,NULL,NULL,6/5/00,-9999,NULL,-9999,-9999,-9999,NULL,PUTNEY,I 91 NORTHBOUND WEIGH STATION
FW,-72.96770789,43.50152807,2612,Moose,NULL,NULL,6/12/96,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,Rte 105 .5 mile west of Airport
AOT,-72.9678226,43.50083399,953,Deer RK FD,"Deer, RoadKill, Fawn Doe",NULL,7/14/04,1105,US 7,7,0.4,0.4,U007-1105,CLARENDON,NULL
FW,-72.96857963,44.06904423,2395,Moose,NULL,NULL,7/21/96,-9999,NULL,-9999,-9999,-9999,NULL,DANVILLE,US route 2 .5 mile West of St. Jay town line
AOT,-72.96988582,44.79538355,299,Other,Other,Coon,10/11/04,605,VT 36,36,3.2,3.2,V036-0605,FAIRFIELD,NULL
AOT,-72.97000673,43.49048269,702,Other,Other,Picked up fisher cat.PT,8/2/04,1125,US 7,7,6.78,6.78,U007-1125,WALLINGFORD,NULL
AOT,-72.97019511,44.90232856,954,Other,Other,Two Coons,7/11/05,614,VT 105,105,3.14,3.14,V105-0614,SHELDON,NULL
FW,-72.97070427,42.86742595,1359,Moose,NULL,NULL,5/31/01,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,"RTE 14, APPROX 1 MI S OF W HARTFORD BRIDGE"
AOT,-72.97104407,43.48745578,620,Deer RK FD,"Deer, RoadKill, Fawn Doe",Roadkill,8/25/05,1125,US 7,7,6.58,6.58,U007-1125,WALLINGFORD,NULL
FW,-72.97146155,44.47194862,2391,Moose,NULL,NULL,5/26/98,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rt 114 .5 mi N of E. Burke Village
FW,-72.97280284,42.89448787,2617,Moose,NULL,NULL,7/13/98,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,Rt 105/114 Just East of roth Corner
FW,-72.97312205,42.81131868,2649,Moose,NULL,NULL,11/3/94,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT 102 NEAR JOHNSON FARM
FW,-72.97324234,42.89459578,1361,Moose,NULL,NULL,5/27/00,-9999,NULL,-9999,-9999,-9999,NULL,LUDLOW,RT 103 1/2 MI. SOUTH OF VILLAGE
FW,-72.97339749,42.81109087,1086,Moose,NULL,NULL,6/25/00,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,RT 5A 25 YDS N OF BRNTN LINE
FW,-72.97349533,42.81019602,2647,Moose,NULL,NULL,5/3/99,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt 105 .3 mi West of Bloomfield
FW,-72.97358523,42.80691628,1358,Moose,NULL,NULL,12/10/91,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I 91 EXIT 11
AOT,-72.97361208,42.86201024,171,Moose,Moose,Two moose have been in this area for 10 days so far,3/8/06,212,VT 8,8,0.25,0.45,V008-0212,SEARSBURG,NULL
AOT,-72.97362795,44.7942443,828,Other,Other,Raccoon,6/9/05,605,VT 36,36,3,3,V036-0605,FAIRFIELD,NULL
FW,-72.97380006,42.92224517,1074,Moose,NULL,NULL,6/29/92,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,I-91 NB 154
FW,-72.97476946,44.39741524,1565,Moose,NULL,NULL,8/8/97,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,500' West of Norton Restaurant /114
FW,-72.97531307,43.84295264,2259,Moose,NULL,NULL,9/10/03,-9999,NULL,-9999,-9999,-9999,NULL,STARKSBORO,Hinisburg Hollow Rd and Thrasher Rd
AOT,-72.9754187,42.81755535,334,Moose,Moose,Hit by a car.,4/20/04,209,VT 100,100,3.2,3.2,V100-0209,READSBORO,NULL
FW,-72.9757436,43.58151535,2087,Moose,NULL,NULL,9/2/01,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,"RTE 30, 1/10 TH MI SOUTH OF RTE 11"
AOT,-72.97614537,43.63852927,962,Other,Other,Coon,9/2/04,1120,US 7,7,1.77,1.77,U007-1120,RUTLAND TOWN,NULL
AOT,-72.97633033,43.63070762,401,Other,Other,Skunk,7/14/04,1120,US 7,7,1.2,1.2,U007-1120,RUTLAND TOWN,NULL
AOT,-72.97674346,44.90362288,487,Other,Other,Woodchuck,6/20/05,614,VT 105,105,2.8,2.8,V105-0614,SHELDON,NULL
AOT,-72.97674346,44.90362288,587,Other,Other,Skunk,10/18/04,614,VT 105,105,2.8,2.8,V105-0614,SHELDON,NULL
AOT,-72.97902203,43.46308175,278,Other,Other,Picked up foxunknown sex.,7/6/04,1125,US 7,7,4.8,4.8,U007-1125,WALLINGFORD,NULL
AOT,-72.97931934,43.46173475,338,Deer RK UN,"Deer, RoadKill, Unknown",NULL,7/6/04,1125,US 7,7,4.7,4.7,U007-1125,WALLINGFORD,NULL
FW,-72.98001569,44.39906859,1245,Moose,NULL,NULL,5/12/91,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I 89 SB MM 56
FW,-72.98001809,44.39931579,1564,Moose,NULL,NULL,7/11/97,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Roadside lick north end of Norton Pnd rt 114
FW,-72.98004635,44.39933295,2467,Moose,NULL,NULL,4/13/91,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 MM 151/25 SB
FW,-72.98024981,44.39916201,1568,Moose,NULL,NULL,5/16/91,-9999,NULL,-9999,-9999,-9999,NULL,ORANGE,Rt. 302 at Riddle Pond
FW,-72.98070807,43.62627584,1248,Moose,NULL,NULL,6/6/97,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I-89 mm 58 S.B.L.
FW,-72.98146458,43.20700831,2539,Moose,NULL,NULL,5/20/99,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,BOLTON SKI AREA
FW,-72.98375061,42.89543991,2839,Moose,NULL,NULL,12/17/95,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,Rt. 114 1.6 mi. n. of Morgan line
FW,-72.98430991,42.8254292,2700,Moose,NULL,NULL,7/12/91,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,1 MI N OF N CONCORD - US 2
AOT,-72.98522701,44.90522943,764,Other,Other,Fox,7/11/05,614,VT 105,105,2.35,2.35,V105-0614,SHELDON,NULL
AOT,-72.98540968,42.82651829,48,Deer,Deer,NULL,3/14/04,209,VT 100,100,2.4,2.4,V100-0209,READSBORO,NULL
FW,-72.98615178,42.89493877,2476,Moose,NULL,NULL,10/6/89,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 MARKER 151
AOT,-72.98616778,44.92969104,409,Other,Other,Raccoon,11/8/04,609,VT 78,78,6.6,6.6,V078-0609,HIGHGATE,NULL
AOT,-72.98662483,43.65412057,589,Other,Other,Picked up fox.PT,8/2/04,1120,US 7,7,3,3,U007-1120,RUTLAND TOWN,NULL
AOT,-72.98662483,43.65412057,851,Beaver,Beaver,Beaver use picked up on rt 7 north in clarondon town 1105 mm 03.90 computer will not let me make a change.PT,8/2/04,1120,US 7,7,3,3,U007-1120,RUTLAND TOWN,NULL
AOT,-72.98666167,42.82764337,337,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",NULL,2/21/05,209,VT 100,100,2.3,2.3,V100-0209,READSBORO,NULL
AOT,-72.98728616,44.93053711,875,Other,Other,Skunk dead,9/20/04,609,VT 78,78,6.52,6.52,V078-0609,HIGHGATE,NULL
FW,-72.98766171,42.82854445,1054,Moose,NULL,NULL,6/14/95,-9999,NULL,-9999,-9999,-9999,NULL,THETFORD,I-91 mm 85
AOT,-72.98792262,42.82896914,628,Deer RK AD,"Deer, RoadKill, Adult Doe",INTERSECTION OF 8 AND 100,7/14/05,209,VT 8,8,0.01,0.01,V008-0209,READSBORO,NULL
FW,-72.98917008,42.83301276,2646,Moose,NULL,NULL,8/13/98,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt 105 West side of int w/ Notch Pond Rd
AOT,-72.98919808,44.93154588,385,Deer RK UN,"Deer, RoadKill, Unknown",NULL,10/20/05,609,VT 78,78,6.4,6.4,V078-0609,HIGHGATE,NULL
FW,-72.98983369,42.8945792,1360,Moose,NULL,NULL,7/6/00,-9999,NULL,-9999,-9999,-9999,NULL,HARTLAND,I 91 NB MM 62/80
FW,-72.99037357,43.44418538,2095,Moose,NULL,NULL,9/23/02,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,"Rt. 114, Canaan/Averill line"
FW,-72.9907739,44.41051021,1561,Moose,NULL,NULL,9/10/88,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt. 114 North end of Norton Pond
AOT,-72.99117526,42.83494483,323,Moose,Moose,NULL,4/13/04,209,VT 8,8,0.5,0.5,V008-0209,READSBORO,NULL
FW,-72.99190721,43.95302087,1341,Moose,NULL,NULL,9/19/98,-9999,NULL,-9999,-9999,-9999,NULL,CHESTER,Rt 103 .5 mi south of Chester Village
AOT,-72.99214088,42.84363054,618,Deer,Deer,NULL,5/21/04,209,VT 8,8,1.2,1.2,V008-0209,READSBORO,NULL
FW,-72.99214349,43.66723291,1038,Moose,NULL,NULL,5/24/94,-9999,NULL,-9999,-9999,-9999,NULL,NEWBURY,I-91 mile marker 102
FW,-72.99221382,43.33677652,1225,Moose,NULL,NULL,12/22/97,-9999,NULL,-9999,-9999,-9999,NULL,FAYSTON,German Flats Rd - Sugar Run
FW,-72.99221635,43.31522259,2822,Moose,NULL,NULL,7/24/97,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,NORTH END of Norton Pnd; rt.114 @ lick
FW,-72.99250436,43.95326482,1340,Moose,NULL,NULL,6/17/00,-9999,NULL,-9999,-9999,-9999,NULL,CHESTER,RT 11 9 TENTHS MILE WEST OF SPRINGFIELD TOWN LINE
FW,-72.99331331,43.95361342,1342,Moose,NULL,NULL,5/8/01,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I-89 NB MM 7/65
FW,-72.9948083,43.19419323,2620,Moose,NULL,NULL,7/13/91,-9999,NULL,-9999,-9999,-9999,NULL,BRIGHTON,4 MI S OF ISLAND POND ON RT 114
FW,-72.9956102,43.19379702,2621,Moose,NULL,NULL,12/2/00,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,RT 102 AT JCT DENNIS & WHEELER POND RD
FW,-72.99596619,44.41670099,1563,Moose,NULL,NULL,8/11/95,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Norton Flats by the Don Roy res. VT Rt. 114.
FW,-72.99609878,43.64787759,2474,Moose,NULL,NULL,8/25/89,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 MM 149
FW,-72.99648982,42.8271644,1044,Moose,NULL,NULL,8/7/01,-9999,NULL,-9999,-9999,-9999,NULL,ORANGE,"RTE 302, 1.4 MILES EAST OF PRETCHL RD"
FW,-72.99965725,42.82667792,2699,Moose,NULL,NULL,8/8/94,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,RT 2 .9 MILES WEST OF TH#67
FW,-73.00050891,44.78736468,1849,Bear,NULL,NULL,5/18/95,-9999,NULL,-9999,-9999,-9999,NULL,Shrewsbury,Upper Cold River Rd
FW,-73.00140738,43.28583973,2525,Moose,NULL,NULL,4/22/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,Rt 18 Duck Pond Rd
FW,-73.00206317,43.28424254,2653,Moose,NULL,NULL,8/6/84,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT 114 NEAR HARRISON HILL
AOT,-73.00397917,44.94057961,493,Other,Other,House cat,10/6/04,609,VT 78,78,5.39,5.39,V078-0609,HIGHGATE,NULL
FW,-73.00455915,44.55505816,1164,Moose,NULL,NULL,10/29/00,-9999,NULL,-9999,-9999,-9999,NULL,NEWPORT TOWN,RT 100 + JCT 12 RD NEWPORT CENTER
AOT,-73.00540213,44.94137061,844,Other,Other,Fox Female,6/20/05,609,VT 78,78,5.3,5.3,V078-0609,HIGHGATE,NULL
AOT,-73.00627703,44.89796106,522,Other,Other,Raccoon,10/25/04,614,VT 105,105,1.2,1.2,V105-0614,SHELDON,NULL
AOT,-73.00707885,43.2180707,294,Other,Other,adult coyote,3/19/04,203,US 7,7,0.5,0.5,U007-0203,DORSET,NULL
AOT,-73.00798927,43.2276486,148,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,5/17/04,203,US 7,7,1.2,1.2,U007-0203,DORSET,NULL
FW,-73.0090908,43.95817252,1344,Moose,NULL,NULL,8/19/99,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,"I-89 NBL, BRIDGE OVER RT 14"
FW,-73.01011879,43.95834128,1343,Moose,NULL,NULL,5/25/00,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I 89 SB MM 6/15
FW,-73.01036386,44.16527053,1258,Moose,NULL,NULL,5/2/96,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,I-89 SB MM 54/05
FW,-73.01094573,43.95851624,1316,Moose,NULL,NULL,10/27/92,-9999,NULL,-9999,-9999,-9999,NULL,LONDONDERRY,RT 11 NEAR MAGIC MTN TURN
FW,-73.0114876,43.17977006,2816,Moose,NULL,NULL,10/19/92,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RT 114 - JUST N OF NORTON POND
FW,-73.01152136,42.81250102,1242,Moose,NULL,NULL,5/24/98,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I-89 MM 59/70 NBL
FW,-73.01163144,43.22325903,1155,Moose,NULL,NULL,11/14/91,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 - UNDERPASS RD
FW,-73.01255561,44.42428961,2835,Moose,NULL,NULL,8/1/94,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,RT 114 BY MORGAN TOWN LINE
FW,-73.01332439,43.95870314,2469,Moose,NULL,NULL,7/13/99,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SBL MM 151
AOT,-73.01433582,44.78818235,463,Other,Other,Raccoon,6/6/05,605,VT 36,36,0.9,0.9,V036-0605,FAIRFIELD,NULL
FW,-73.01496655,44.29329581,1259,Moose,NULL,NULL,5/19/95,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,Rt. 2 at Interstate overpass.
FW,-73.01504839,42.81029284,2466,Moose,NULL,NULL,6/13/87,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 SB 150/95
AOT,-73.01554494,44.94678553,206,Other,Other,Raccoon,10/19/04,609,VT 78,78,4.66,4.66,V078-0609,HIGHGATE,NULL
FW,-73.01591555,44.4228486,2594,Moose,NULL,NULL,7/1/87,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,STONE DAM  - RT 105 ON RR TRACKS
FW,-73.01679052,44.03602651,1339,Moose,NULL,NULL,5/21/01,-9999,NULL,-9999,-9999,-9999,NULL,CHESTER,"RTE 10, BY SPRINGFIELD TOWN LINE"
FW,-73.01788905,43.69116468,1064,Moose,NULL,NULL,5/22/01,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,"I-89 NB, MM43/90"
AOT,-73.02007964,44.94523465,264,Other,Other,House cat,9/24/04,609,VT 78,78,4.4,4.4,V078-0609,HIGHGATE,NULL
AOT,-73.02007964,44.94523465,348,Other,Other,Skunk,10/12/04,609,VT 78,78,4.4,4.4,V078-0609,HIGHGATE,NULL
AOT,-73.02039951,44.78904506,350,Other,Other,Coon,10/4/04,605,VT 36,36,0.6,0.6,V036-0605,FAIRFIELD,NULL
FW,-73.02476126,42.89018712,2877,Moose,NULL,NULL,4/8/91,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,RT 12 2 MI N WORCESTOR LINE
FW,-73.02546814,44.50168875,1550,Moose,NULL,NULL,6/4/01,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,I-89 MM 53 N OF EXIT 8
FW,-73.02702462,42.79545862,1076,Moose,NULL,NULL,9/26/86,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,RT 5 NEAR HIGH BRIDGE
AOT,-73.02702465,42.79672891,590,Other,Other,A DEAD SKUNK,6/21/05,214,VT 100,100,4.7,4.7,V100-0214,STAMFORD,NULL
FW,-73.02724191,42.89064329,2878,Moose,NULL,NULL,8/17/84,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,NEAR TOWN LINE OF RT 12
FW,-73.02993582,43.18479471,2817,Moose,NULL,NULL,5/28/96,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,3 S of Norton Village
AOT,-73.03013711,44.68453332,411,Other,Other,Rabbit,6/9/05,604,VT 104,104,7,7,V104-0604,FAIRFAX,NULL
AOT,-73.03319779,43.6381801,137,Deer RK UN,"Deer, RoadKill, Unknown",NULL,7/14/04,1118,VT 3,3,0.99,0.99,V003-1118,PROCTOR,NULL
FW,-73.03537778,42.78944211,2662,Moose,NULL,NULL,9/29/99,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,HARRIMAN HILL VT RTE 114
FW,-73.03540651,42.89204049,1304,Moose,NULL,NULL,12/14/98,-9999,NULL,-9999,-9999,-9999,NULL,WORCESTER,Rt. 12 near Elmore town line
FW,-73.03569199,42.89240625,2519,Moose,NULL,NULL,6/26/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I-93 NBL MM 5/15
FW,-73.03682382,42.89358966,2518,Moose,NULL,NULL,6/7/95,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I-93 mile 1
FW,-73.03683076,42.89359925,2520,Moose,NULL,NULL,10/1/92,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I93 MM 3
FW,-73.03725461,42.78361282,1077,Moose,NULL,NULL,6/2/96,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,Rte 5 .9 mile north of Barton/Sutton Town line
FW,-73.03788864,43.16869774,1353,Moose,NULL,NULL,5/21/99,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I-89 NBL MM 3
FW,-73.03855092,43.7245968,2086,Moose,NULL,NULL,4/22/01,-9999,NULL,-9999,-9999,-9999,NULL,READSBORO,RTE 100
FW,-73.04014913,43.16557266,2750,Moose,NULL,NULL,8/9/01,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,RTE 2 1/2 MI WEST OF LUNENBURG VILLAGE
FW,-73.04142895,42.89587301,2744,Moose,NULL,NULL,6/29/96,-9999,NULL,-9999,-9999,-9999,NULL,LEMINGTON,Rte. 102 500 feet North of Bloomfield T/L
AOT,-73.04301149,44.93903945,509,Other,Other,House cat,10/14/04,609,VT 78,78,3.2,3.2,V078-0609,HIGHGATE,NULL
FW,-73.04311777,44.39665963,2468,Moose,NULL,NULL,9/6/88,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 SB MM 151/44
AOT,-73.04468377,43.58582323,152,Other,Other,porcupine,6/3/05,1128,VT 133,133,1.2,1.2,V133-1128,WEST RUTLAND,NULL
AOT,-73.04468377,43.58582323,976,Other,Other,porcupine,6/1/05,1128,VT 133,133,1.2,1.2,V133-1128,WEST RUTLAND,NULL
FW,-73.04483265,42.89705574,2515,Moose,NULL,NULL,6/6/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I-91 South 128 (??)
FW,-73.04551245,44.14640921,2782,Moose,NULL,NULL,5/28/97,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,SH 2 .2 mi Northeast TH 22
FW,-73.04671309,42.89778124,2659,Moose,NULL,NULL,10/23/87,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,TOP COLE HILL RT 114
AOT,-73.04685208,44.93832948,265,Other,Other,Skunk,10/14/04,609,VT 78,78,3,3,V078-0609,HIGHGATE,NULL
FW,-73.0473866,43.15016562,2695,Moose,NULL,NULL,3/28/89,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,RT 2 BY OREGON RD.
FW,-73.04834661,43.14857855,2696,Moose,NULL,NULL,5/30/86,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,JCT SH 2 AND TH67
FW,-73.04875997,43.58958716,2088,Moose,NULL,NULL,5/20/01,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,"RTE 9, 1 MI W OF WOODFORD ST PARK"
FW,-73.04977156,44.93750729,1851,Bear,NULL,NULL,11/30/97,-9999,NULL,-9999,-9999,-9999,NULL,Sherburne,Rte 4 near Val Roc Motel
